,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
1394,1394,벤츠  9세대  E200 CGI 아방가르드???,차량번호 54너4314,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203104&gubun=I,2010.09,"133,000 km",가솔린,"1,796 cc (184마력)",은색,불가,790만원,12,유,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1395,1395,벤츠  9세대  E300 엘레강스???,차량번호 31두2042,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202771&gubun=I,2010.12?(11년형),"117,000 km",가솔린,"3,498 cc (231마력)",은색,불가,850만원,12,유,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1397,1397,벤츠  10세대  E300e 4매틱 익스클루시브???,차량번호 189오5659,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2181148&gubun=I,2020.05,"41,800 km",가솔린 하이브리드,"1,991 cc (320마력)",흰색,만료,"5,650만원",67,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1404,1404,벤츠  9세대 E200 쿠페 ,차량번호 327노9952,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205384&gubun=I,2012.09?(13년형),"234,132,513 km",디젤,"2,143 cc (184마력)",연금색,불가,"132,131만원",2138,,,,,,,,,,,등록,,,,,,,,,
1405,1405,벤츠  10세대  E350 4매틱 AMG 라인 에디션???,차량번호 307보5262,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2181972&gubun=I,2020.12?(21년형),"8,200 km",가솔린,"1,991 cc (299마력)",청색,"36개월 / 100,000km","6,500만원",77,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1406,1406,벤츠  9세대  E300 엘레강스??,차량번호 68소8834,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2179720&gubun=I,2015.08?(16년형),"105,000 km",가솔린,"3,498 cc (252마력)",은색,불가,"2,500만원",37,유,무,유,유,무,유,무,유,무,유,미등록,,,,,,,,,
1407,1407,벤츠  10세대  E300 아방가르드???,차량번호 166모3153,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2195467&gubun=I,2019.06,"50,498 km",가솔린,"1,991 cc (245마력)",검정색,불가,"3,790만원",59,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
1408,1408,벤츠  10세대  E250 AMG 라인???,차량번호 106무8758,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204523&gubun=I,2022.12?(23년형),"10,326 km",가솔린,"1,991 cc (211마력)",검정색,불가,"6,590만원",86,유,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
1412,1412,벤츠  10세대  E220 d 4매틱 아방가르드???,차량번호 01도1566,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205004&gubun=I,2018.08,"120,000 km",디젤,"1,950 cc (194마력)",은색,불가,"2,890만원",40,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
1414,1414,벤츠  9세대  E350 4매틱 -???,차량번호 50고1889,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204439&gubun=I,2012.07,"158,000 km",가솔린,"3,498 cc (306마력)",검정색,불가,950만원,10,무,유,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1415,1415,벤츠  9세대  E200 CGI 아방가르드???,차량번호 54너4314,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203104&gubun=I,2010.09,"133,000 km",가솔린,"1,796 cc (184마력)",은색,불가,790만원,12,유,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1416,1416,벤츠  9세대  E300 엘레강스???,차량번호 31두2042,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202771&gubun=I,2010.12?(11년형),"117,000 km",가솔린,"3,498 cc (231마력)",은색,불가,850만원,12,유,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1418,1418,벤츠  10세대  E300e 4매틱 익스클루시브???,차량번호 189오5659,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2181148&gubun=I,2020.05,"41,800 km",가솔린 하이브리드,"1,991 cc (320마력)",흰색,만료,"5,650만원",67,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1424,1424,벤츠  9세대 E200 쿠페 ,차량번호 327노9952,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205384&gubun=I,2012.09?(13년형),"234,132,513 km",디젤,"2,143 cc (184마력)",연금색,불가,"132,131만원",2138,,,,,,,,,,,등록,,,,,,,,,
1425,1425,벤츠  10세대  E350 4매틱 AMG 라인 에디션???,차량번호 307보5262,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2181972&gubun=I,2020.12?(21년형),"8,200 km",가솔린,"1,991 cc (299마력)",청색,"36개월 / 100,000km","6,500만원",77,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1426,1426,벤츠  9세대  E300 엘레강스??,차량번호 68소8834,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2179720&gubun=I,2015.08?(16년형),"105,000 km",가솔린,"3,498 cc (252마력)",은색,불가,"2,500만원",37,유,무,유,유,무,유,무,유,무,유,미등록,,,,,,,,,
1427,1427,벤츠  10세대  E300 아방가르드???,차량번호 166모3153,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2195467&gubun=I,2019.06,"50,498 km",가솔린,"1,991 cc (245마력)",검정색,불가,"3,790만원",59,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
1428,1428,벤츠  10세대  E250 AMG 라인???,차량번호 106무8758,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204523&gubun=I,2022.12?(23년형),"10,326 km",가솔린,"1,991 cc (211마력)",검정색,불가,"6,590만원",86,유,무,유,유,유,유,무,유,유,유,등록,,,,,,,,,
1432,1432,벤츠  10세대  E220 d 4매틱 아방가르드???,차량번호 01도1566,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205004&gubun=I,2018.08,"120,000 km",디젤,"1,950 cc (194마력)",은색,불가,"2,890만원",40,유,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
1434,1434,벤츠  9세대  E350 4매틱 -???,차량번호 50고1889,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204439&gubun=I,2012.07,"158,000 km",가솔린,"3,498 cc (306마력)",검정색,불가,950만원,10,무,유,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1435,1435,벤츠  9세대  E200 CGI 아방가르드???,차량번호 54너4314,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203104&gubun=I,2010.09,"133,000 km",가솔린,"1,796 cc (184마력)",은색,불가,790만원,12,유,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
1436,1436,벤츠  9세대  E300 엘레강스???,차량번호 31두2042,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2202771&gubun=I,2010.12?(11년형),"117,000 km",가솔린,"3,498 cc (231마력)",은색,불가,850만원,12,유,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
1438,1438,벤츠  10세대  E300e 4매틱 익스클루시브???,차량번호 189오5659,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2181148&gubun=I,2020.05,"41,800 km",가솔린 하이브리드,"1,991 cc (320마력)",흰색,만료,"5,650만원",67,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1484,1484,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1505,1505,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1506,1506,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1525,1525,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1526,1526,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1545,1545,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1546,1546,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1565,1565,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1566,1566,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1585,1585,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1586,1586,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1605,1605,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1606,1606,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1625,1625,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1626,1626,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1645,1645,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1646,1646,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1665,1665,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1666,1666,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1685,1685,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1686,1686,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1705,1705,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1706,1706,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1725,1725,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1726,1726,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1745,1745,벤츠  7세대  S400 d 4매틱 -???,차량번호 101머6561,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2166004&gubun=I,2021.05,"21,000 km",디젤,"2,925 cc (330마력)",검정색,"36개월 / 100,000km","12,590만원",준비중,무,유,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1746,1746,벤츠  7세대  S500L 4매틱 -???,차량번호 143가6606,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2171178&gubun=I,2022.07,16 km,가솔린,"2,999 cc (435마력)",검정색,"36개월 / 100,000km",10000만원,운용,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1765,1765,벤츠 마이바흐 1세대  S650 -???,차량번호 01마2356,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190719&gubun=I,2019.07,"39,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"13,700만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1776,1776,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 331구8669,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2130666&gubun=I,2021.08,"17,000 km",가솔린,"3,982 cc (503마력)",회색,"36개월 / 100,000km","20,900만원",준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1782,1782,벤츠 마이바흐 1세대  S650 -???,차량번호 376도4790,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199186&gubun=I,2020.01,"62,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"14,500만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1785,1785,벤츠 마이바흐 1세대  S650 -???,차량번호 01마2356,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190719&gubun=I,2019.07,"39,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"13,700만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1796,1796,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 331구8669,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2130666&gubun=I,2021.08,"17,000 km",가솔린,"3,982 cc (503마력)",회색,"36개월 / 100,000km","20,900만원",준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1802,1802,벤츠 마이바흐 1세대  S650 -???,차량번호 376도4790,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199186&gubun=I,2020.01,"62,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"14,500만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1805,1805,벤츠 마이바흐 1세대  S650 -???,차량번호 01마2356,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190719&gubun=I,2019.07,"39,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"13,700만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1816,1816,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 331구8669,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2130666&gubun=I,2021.08,"17,000 km",가솔린,"3,982 cc (503마력)",회색,"36개월 / 100,000km","20,900만원",준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1822,1822,벤츠 마이바흐 1세대  S650 -???,차량번호 376도4790,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199186&gubun=I,2020.01,"62,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"14,500만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1825,1825,벤츠 마이바흐 1세대  S650 -???,차량번호 01마2356,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190719&gubun=I,2019.07,"39,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"13,700만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1836,1836,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 331구8669,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2130666&gubun=I,2021.08,"17,000 km",가솔린,"3,982 cc (503마력)",회색,"36개월 / 100,000km","20,900만원",준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1842,1842,벤츠 마이바흐 1세대  S650 -???,차량번호 376도4790,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199186&gubun=I,2020.01,"62,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"14,500만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1845,1845,벤츠 마이바흐 1세대  S650 -???,차량번호 01마2356,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190719&gubun=I,2019.07,"39,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"13,700만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1856,1856,벤츠 마이바흐 2세대  S580 4매틱 -???,차량번호 331구8669,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2130666&gubun=I,2021.08,"17,000 km",가솔린,"3,982 cc (503마력)",회색,"36개월 / 100,000km","20,900만원",준비중,무,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1862,1862,벤츠 마이바흐 1세대  S650 -???,차량번호 376도4790,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2199186&gubun=I,2020.01,"62,000 km",가솔린,"5,980 cc (630마력)",검정색,불가,"14,500만원",준비중,무,유,유,유,유,유,유,유,유,무,미등록,,,,,,,,,
1864,1864,벤츠  3세대  G500 -???,차량번호 163고7346,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204065&gubun=I,2019.08,"75,468 km",가솔린,"3,982 cc (421마력)",검정색,불가,"15,550만원",준비중,,,,,,,,,,,미등록,,,,,,,,,
1865,1865,벤츠  3세대  G63 AMG -???,차량번호 112수3335,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190663&gubun=I,2019.09,"24,000 km",가솔린,"3,982 cc (585마력)",흰색,불가,"17,990만원",준비중,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1868,1868,벤츠  3세대  G63 AMG 마그노 히어로 에디션???,차량번호 116오7262,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186482&gubun=I,2022.10,"3,450 km",가솔린,"3,982 cc (585마력)",녹색 (그린 헬 마그노),가능,"27,500만원",준비중,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1869,1869,벤츠  3세대  G63 AMG 에디션,차량번호 222마9765,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205363&gubun=I,2021.02,"29,000 km",가솔린,"3,982 cc (585마력)",검정색,불가,6300만원,운용,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1870,1870,벤츠  3세대  G63 AMG -???,차량번호 380수7233,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2169108&gubun=I,2021.02,"8,000 km",가솔린,"3,982 cc (585마력)",검정색,"36개월 / 100,000km","19,300만원",준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1871,1871,벤츠  3세대  G63 AMG 에디션???,차량번호 146서5110,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182882&gubun=I,2022.10?(21년형),30 km,가솔린,"3,982 cc (585마력)",흰색,"36개월 / 100,000km","26,980만원",준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1874,1874,벤츠  3세대  G63 AMG -???,차량번호 354주8269,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203622&gubun=I,2021.11,"15,000 km",가솔린,"3,982 cc (585마력)",검정색,"36개월 / 100,000km","21,700만원",준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1875,1875,벤츠  2세대  G500 -???,차량번호 235거8808,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2174164&gubun=I,2020.10?(01년형),"62,000 km",가솔린,"4,960 cc (292마력)",검정색,불가,"6,900만원",준비중,유,무,유,유,유,유,무,무,무,무,미등록,,,,,,,,,
1876,1876,벤츠  2세대  G350 d 스포츠팩???,차량번호 20다6319,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2194940&gubun=I,2017.10,"86,000 km",디젤,"2,987 cc (245마력)",검정색,불가,"7,990만원",53,,,,,,,,,,,미등록,,,,,,,,,
1877,1877,벤츠  3세대  G63 AMG -???,차량번호 236머9677,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2194941&gubun=I,2020.08,"33,000 km",가솔린,"3,982 cc (585마력)",흰색,"36개월 / 100,000km","18,900만원",준비중,,,,,,,,,,,미등록,,,,,,,,,
1884,1884,벤츠  3세대  G500 -???,차량번호 163고7346,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204065&gubun=I,2019.08,"75,468 km",가솔린,"3,982 cc (421마력)",검정색,불가,"15,550만원",준비중,,,,,,,,,,,미등록,,,,,,,,,
1885,1885,벤츠  3세대  G63 AMG -???,차량번호 112수3335,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2190663&gubun=I,2019.09,"24,000 km",가솔린,"3,982 cc (585마력)",흰색,불가,"17,990만원",준비중,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1888,1888,벤츠  3세대  G63 AMG 마그노 히어로 에디션???,차량번호 116오7262,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2186482&gubun=I,2022.10,"3,450 km",가솔린,"3,982 cc (585마력)",녹색 (그린 헬 마그노),가능,"27,500만원",준비중,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1889,1889,벤츠  3세대  G63 AMG 에디션,차량번호 222마9765,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2205363&gubun=I,2021.02,"29,000 km",가솔린,"3,982 cc (585마력)",검정색,불가,6300만원,운용,유,무,유,유,유,유,유,유,유,유,등록,,,,,,,,,
1890,1890,벤츠  3세대  G63 AMG -???,차량번호 380수7233,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2169108&gubun=I,2021.02,"8,000 km",가솔린,"3,982 cc (585마력)",검정색,"36개월 / 100,000km","19,300만원",준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1891,1891,벤츠  3세대  G63 AMG 에디션???,차량번호 146서5110,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2182882&gubun=I,2022.10?(21년형),30 km,가솔린,"3,982 cc (585마력)",흰색,"36개월 / 100,000km","26,980만원",준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1894,1894,벤츠  3세대  G63 AMG -???,차량번호 354주8269,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2203622&gubun=I,2021.11,"15,000 km",가솔린,"3,982 cc (585마력)",검정색,"36개월 / 100,000km","21,700만원",준비중,유,무,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
1895,1895,벤츠  2세대  G500 -???,차량번호 235거8808,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2174164&gubun=I,2020.10?(01년형),"62,000 km",가솔린,"4,960 cc (292마력)",검정색,불가,"6,900만원",준비중,유,무,유,유,유,유,무,무,무,무,미등록,,,,,,,,,
1896,1896,벤츠  2세대  G350 d 스포츠팩???,차량번호 20다6319,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2194940&gubun=I,2017.10,"86,000 km",디젤,"2,987 cc (245마력)",검정색,불가,"7,990만원",53,,,,,,,,,,,미등록,,,,,,,,,
1897,1897,벤츠  3세대  G63 AMG -???,차량번호 236머9677,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2194941&gubun=I,2020.08,"33,000 km",가솔린,"3,982 cc (585마력)",흰색,"36개월 / 100,000km","18,900만원",준비중,,,,,,,,,,,미등록,,,,,,,,,
1904,1904,벤츠  3세대  G500 -???,차량번호 163고7346,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2204065&gubun=I,2019.08,"75,468 km",가솔린,"3,982 cc (421마력)",검정색,불가,"15,550만원",준비중,,,,,,,,,,,미등록,,,,,,,,,
